product_group_name,product_name,brand,item_number,manufacturer_number,category_hierarchy,product_group_url,Quantity,price_per_unit,availability,group_description,unit_size,specifications,image_urls,scraped_at,extraction_method,validation_status,validation_notes
Aurelia® Amazing® Powder free nitrile exam gloves,Aurelia Amazing gloves large 300/box,Supermax,4871111,92888,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-amazing-reg,1,$24.49,In stock,Powder-free nitrile exam gloves. Thinner and more flexible than standard nitrile. Textured fingertip finish Beaded cuff Chlorinated Ambidextrous Purple color Thickness: at palm 2.0 mils; at fingertips 3.0 mils 300 gloves per box (270 for x-large) Order 10 boxes to purchase a case,300/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbm.jpg,2026-03-17T19:41:18.607667,css-selector,valid,
Aurelia® Amazing® Powder free nitrile exam gloves,Aurelia Amazing gloves large 300/box,Supermax,4871111,92888,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-amazing-reg,10,$23.49,In stock,Powder-free nitrile exam gloves. Thinner and more flexible than standard nitrile. Textured fingertip finish Beaded cuff Chlorinated Ambidextrous Purple color Thickness: at palm 2.0 mils; at fingertips 3.0 mils 300 gloves per box (270 for x-large) Order 10 boxes to purchase a case,300/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbm.jpg,2026-03-17T19:41:18.607667,css-selector,valid,
Aurelia® Amazing® Powder free nitrile exam gloves,Aurelia Amazing gloves x-large 270/box,Supermax,4871114,92889,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-amazing-reg,1,$24.49,In stock,Powder-free nitrile exam gloves. Thinner and more flexible than standard nitrile. Textured fingertip finish Beaded cuff Chlorinated Ambidextrous Purple color Thickness: at palm 2.0 mils; at fingertips 3.0 mils 300 gloves per box (270 for x-large) Order 10 boxes to purchase a case,270/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbm.jpg,2026-03-17T19:41:18.612467,css-selector,valid,
Aurelia® Amazing® Powder free nitrile exam gloves,Aurelia Amazing gloves x-large 270/box,Supermax,4871114,92889,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-amazing-reg,10,$23.49,In stock,Powder-free nitrile exam gloves. Thinner and more flexible than standard nitrile. Textured fingertip finish Beaded cuff Chlorinated Ambidextrous Purple color Thickness: at palm 2.0 mils; at fingertips 3.0 mils 300 gloves per box (270 for x-large) Order 10 boxes to purchase a case,270/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbm.jpg,2026-03-17T19:41:18.612467,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves x-small 200/box,Safco,1028005,1028005,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,1,$13.29,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.413541,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves x-small 200/box,Safco,1028005,1028005,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,10,$12.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.413541,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves x-small 200/box,Safco,1028005,1028005,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,20,$10.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.413541,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves small 200/box,Safco,1028009,1028009,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,1,$13.29,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.418652,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves small 200/box,Safco,1028009,1028009,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,10,$12.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.418652,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves small 200/box,Safco,1028009,1028009,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,20,$10.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.418652,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves medium 200/box,Safco,1028012,1028012,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,1,$13.29,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.421905,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves medium 200/box,Safco,1028012,1028012,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,10,$12.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.421905,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves medium 200/box,Safco,1028012,1028012,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,20,$10.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.421905,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves large 200/box,Safco,1028016,1028016,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,1,$13.29,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.425244,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves large 200/box,Safco,1028016,1028016,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,10,$12.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.425244,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves large 200/box,Safco,1028016,1028016,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,20,$10.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.425244,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves x-large 200/box,Safco,1028018,1028018,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,1,$13.29,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.428300,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves x-large 200/box,Safco,1028018,1028018,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,10,$12.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.428300,css-selector,valid,
Safco Nitrilex® UltraSoft nitrile gloves,Nitrilex UltraSoft nitrile gloves x-large 200/box,Safco,1028018,1028018,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/safco-nitrilex-reg-ultrasoft-nitrile-gloves,20,$10.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbn.jpg,2026-03-17T19:41:19.428300,css-selector,valid,
BeeSure® SuperSlim™ Nitrile,BeeSure SuperSlim nitrile gloves x-small 300/box,EcoBee,4712101,BE1145,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,1,$20.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg,2026-03-17T19:41:19.691233,css-selector,valid,
BeeSure® SuperSlim™ Nitrile,BeeSure SuperSlim nitrile gloves x-small 300/box,EcoBee,4712101,BE1145,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,10,$20.49,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg,2026-03-17T19:41:19.691233,css-selector,valid,
BeeSure® SuperSlim™ Nitrile,BeeSure SuperSlim nitrile gloves small 300/box,EcoBee,4712103,BE1146,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,1,$20.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg,2026-03-17T19:41:19.695772,css-selector,valid,
BeeSure® SuperSlim™ Nitrile,BeeSure SuperSlim nitrile gloves small 300/box,EcoBee,4712103,BE1146,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,10,$20.49,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg,2026-03-17T19:41:19.695772,css-selector,valid,
BeeSure® SuperSlim™ Nitrile,BeeSure SuperSlim nitrile gloves medium 300/box,EcoBee,4712105,BE1147,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,1,$20.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg,2026-03-17T19:41:19.699538,css-selector,valid,
BeeSure® SuperSlim™ Nitrile,BeeSure SuperSlim nitrile gloves medium 300/box,EcoBee,4712105,BE1147,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,10,$20.49,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg,2026-03-17T19:41:19.699538,css-selector,valid,
BeeSure® SuperSlim™ Nitrile,BeeSure SuperSlim nitrile gloves large 300/box,EcoBee,4712107,BE1148,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,1,$20.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg,2026-03-17T19:41:19.702913,css-selector,valid,
BeeSure® SuperSlim™ Nitrile,BeeSure SuperSlim nitrile gloves large 300/box,EcoBee,4712107,BE1148,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/beesure-reg-superslim-trade-nitrile,10,$20.49,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbo.jpg,2026-03-17T19:41:19.702913,css-selector,valid,
Pulse Nitrile,Pulse Nitrile gloves x-small 200/box,Innovative Healthcare,5380202,177052,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/pulse-nitrile,1,$13.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbq.jpg,2026-03-17T19:41:22.079263,css-selector,valid,
Pulse Nitrile,Pulse Nitrile gloves small 200/box,Innovative Healthcare,5380204,177102,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/pulse-nitrile,1,$13.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbq.jpg,2026-03-17T19:41:22.087507,css-selector,valid,
Pulse Nitrile,Pulse Nitrile gloves medium 200/box,Innovative Healthcare,5380206,177202,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/pulse-nitrile,1,$13.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbq.jpg,2026-03-17T19:41:22.092055,css-selector,valid,
Pulse Nitrile,Pulse Nitrile gloves large 200/box,Innovative Healthcare,5380208,177302,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/pulse-nitrile,1,$13.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbq.jpg,2026-03-17T19:41:22.095426,css-selector,valid,
Pulse Nitrile,Pulse Nitrile gloves x-large 200/box,Innovative Healthcare,5380210,177352,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/pulse-nitrile,1,$13.99,Backorder,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbq.jpg,2026-03-17T19:41:22.102938,css-selector,valid,
Evolve™ 300,Evolve 300 nitrile gloves x-small 300/box,Cranberry,4712202,CR3305,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/evolve-trade-300,1,$26.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbs_2.jpg,2026-03-17T19:41:22.697890,css-selector,valid,
Evolve™ 300,Evolve 300 nitrile gloves x-small 300/box,Cranberry,4712202,CR3305,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/evolve-trade-300,10,$26.49,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbs_2.jpg,2026-03-17T19:41:22.697890,css-selector,valid,
Evolve™ 300,Evolve 300 nitrile gloves small 300/box,Cranberry,4712204,CR3306,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/evolve-trade-300,1,$26.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbs_2.jpg,2026-03-17T19:41:22.703434,css-selector,valid,
Evolve™ 300,Evolve 300 nitrile gloves small 300/box,Cranberry,4712204,CR3306,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/evolve-trade-300,10,$26.49,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbs_2.jpg,2026-03-17T19:41:22.703434,css-selector,valid,
Evolve™ 300,Evolve 300 nitrile gloves medium 300/box,Cranberry,4712206,CR3307,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/evolve-trade-300,1,$26.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbs_2.jpg,2026-03-17T19:41:22.714053,css-selector,valid,
Evolve™ 300,Evolve 300 nitrile gloves medium 300/box,Cranberry,4712206,CR3307,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/evolve-trade-300,10,$26.49,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbs_2.jpg,2026-03-17T19:41:22.714053,css-selector,valid,
Evolve™ 300,Evolve 300 nitrile gloves large 300/box,Cranberry,4712208,CR3308,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/evolve-trade-300,1,$26.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbs_2.jpg,2026-03-17T19:41:22.717059,css-selector,valid,
Evolve™ 300,Evolve 300 nitrile gloves large 300/box,Cranberry,4712208,CR3308,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/evolve-trade-300,10,$26.49,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbs_2.jpg,2026-03-17T19:41:22.717059,css-selector,valid,
Evolve™ 300,Evolve 300 nitrile gloves x-large 250/box,Cranberry,4712209,CR3309,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/evolve-trade-300,1,$26.99,Backorder,Powder-free nitrile exam gloves.,250/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbs_2.jpg,2026-03-17T19:41:22.719973,css-selector,valid,
Evolve™ 300,Evolve 300 nitrile gloves x-large 250/box,Cranberry,4712209,CR3309,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/evolve-trade-300,10,$26.49,Backorder,Powder-free nitrile exam gloves.,250/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbs_2.jpg,2026-03-17T19:41:22.719973,css-selector,valid,
Aquasoft* Powder-free nitrile exam gloves,Aquasoft gloves x-small 300/box,Halyard,3021302,43932,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aquasoft,1,$32.50,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg,2026-03-17T19:41:23.219771,css-selector,valid,
Aquasoft* Powder-free nitrile exam gloves,Aquasoft gloves x-small 300/box,Halyard,3021302,43932,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aquasoft,10,$31.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg,2026-03-17T19:41:23.219771,css-selector,valid,
Aquasoft* Powder-free nitrile exam gloves,Aquasoft gloves small 300/box,Halyard,3021304,43933,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aquasoft,1,$32.50,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg,2026-03-17T19:41:23.224839,css-selector,valid,
Aquasoft* Powder-free nitrile exam gloves,Aquasoft gloves small 300/box,Halyard,3021304,43933,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aquasoft,10,$31.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg,2026-03-17T19:41:23.224839,css-selector,valid,
Aquasoft* Powder-free nitrile exam gloves,Aquasoft gloves medium 300/box,Halyard,3021306,43934,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aquasoft,1,$32.50,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg,2026-03-17T19:41:23.229849,css-selector,valid,
Aquasoft* Powder-free nitrile exam gloves,Aquasoft gloves medium 300/box,Halyard,3021306,43934,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aquasoft,10,$31.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg,2026-03-17T19:41:23.229849,css-selector,valid,
Aquasoft* Powder-free nitrile exam gloves,Aquasoft gloves large 300/box,Halyard,3021308,43935,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aquasoft,1,$32.50,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg,2026-03-17T19:41:23.235775,css-selector,valid,
Aquasoft* Powder-free nitrile exam gloves,Aquasoft gloves large 300/box,Halyard,3021308,43935,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aquasoft,10,$31.99,In stock,Powder-free nitrile exam gloves.,300/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg,2026-03-17T19:41:23.235775,css-selector,valid,
Aquasoft* Powder-free nitrile exam gloves,Aquasoft gloves x-large 250/box,Halyard,3021309,43936,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aquasoft,1,$32.50,In stock,Powder-free nitrile exam gloves.,250/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg,2026-03-17T19:41:23.243480,css-selector,valid,
Aquasoft* Powder-free nitrile exam gloves,Aquasoft gloves x-large 250/box,Halyard,3021309,43936,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aquasoft,10,$31.99,In stock,Powder-free nitrile exam gloves.,250/box,"{""Size"": ""X-Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbt.jpg,2026-03-17T19:41:23.243480,css-selector,valid,
Aurelia® Blush®,Aurelia Blush gloves x-small 200/box,Supermax,4871202,78885,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-blush-reg,1,$16.49,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbu.jpg,2026-03-17T19:41:25.834061,css-selector,valid,
Aurelia® Blush®,Aurelia Blush gloves x-small 200/box,Supermax,4871202,78885,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-blush-reg,10,$15.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbu.jpg,2026-03-17T19:41:25.834061,css-selector,valid,
Aurelia® Blush®,Aurelia Blush gloves small 200/box,Supermax,4871204,78886,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-blush-reg,1,$16.49,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbu.jpg,2026-03-17T19:41:25.839220,css-selector,valid,
Aurelia® Blush®,Aurelia Blush gloves small 200/box,Supermax,4871204,78886,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-blush-reg,10,$15.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbu.jpg,2026-03-17T19:41:25.839220,css-selector,valid,
Aurelia® Blush®,Aurelia Blush gloves medium 200/box,Supermax,4871206,78887,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-blush-reg,1,$16.49,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbu.jpg,2026-03-17T19:41:25.845451,css-selector,valid,
Aurelia® Blush®,Aurelia Blush gloves medium 200/box,Supermax,4871206,78887,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-blush-reg,10,$15.99,In stock,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Medium""}",https://www.safcodental.com/media/catalog/product/d/r/drcbu.jpg,2026-03-17T19:41:25.845451,css-selector,valid,
Aurelia® Blush®,Aurelia Blush gloves large 200/box,Supermax,4871208,78888,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-blush-reg,1,$16.49,Backorder,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbu.jpg,2026-03-17T19:41:25.849556,css-selector,valid,
Aurelia® Blush®,Aurelia Blush gloves large 200/box,Supermax,4871208,78888,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-reg-blush-reg,10,$15.99,Backorder,Powder-free nitrile exam gloves.,200/box,"{""Size"": ""Large""}",https://www.safcodental.com/media/catalog/product/d/r/drcbu.jpg,2026-03-17T19:41:25.849556,css-selector,valid,
Aurelia® Sonic®,Aurelia Sonic nitrile gloves x-small 300/box,Supermax,4871301,93775,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-sup-reg-sup-sonic-sup-reg-sup,1,$24.49,In stock,Nitrile powder-free exam gloves.,300/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbw.jpg,2026-03-17T19:41:26.153115,css-selector,valid,
Aurelia® Sonic®,Aurelia Sonic nitrile gloves x-small 300/box,Supermax,4871301,93775,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-sup-reg-sup-sonic-sup-reg-sup,10,$23.49,In stock,Nitrile powder-free exam gloves.,300/box,"{""Size"": ""X-Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbw.jpg,2026-03-17T19:41:26.153115,css-selector,valid,
Aurelia® Sonic®,Aurelia Sonic nitrile gloves small 300/box,Supermax,4871303,93776,Dental Supplies / Dental Exam Gloves / Nitrile gloves,https://www.safcodental.com/product/aurelia-sup-reg-sup-sonic-sup-reg-sup,1,$24.49,In stock,Nitrile powder-free exam gloves.,300/box,"{""Size"": ""Small""}",https://www.safcodental.com/media/catalog/product/d/r/drcbw.jpg,2026-03-17T19:41:26.156143,css-selector,valid,
